Number,State,State_Code,Organization_Name,Type,Email,Phone,Website,Address,City,Zip_Code,Description
111,California,CA,Pasadena Humane,Humane Society,info@pasadenahumane.org,(626) 792-7151,https://pasadenahumane.org,361 S Raymond Avenue,Pasadena,91105,Donor-supported nonprofit providing compassionate care for animals since 1903 in the Greater Los Angeles Area.
112,California,CA,Humane Society Silicon Valley,Humane Society,info@hssv.org,(408) 262-2133,https://www.hssv.org,901 Ames Avenue,Milpitas,95035,"Operating continuously since 1929, world's first model shelter to meet 543 Guidelines for Standards of Care. First animal community center to receive Gold LEED certification."
113,California,CA,East Bay SPCA,Spca,customercare@eastbayspca.org,(510) 569-0702,https://eastbayspca.org,8323 Baldwin Street,Oakland,94621,"One of the oldest shelters in the country, committed to the welfare of cats and dogs. Independent local nonprofit not affiliated with any national organization."
114,California,CA,Peninsula Humane Society & SPCA,Spca,info@phs-spca.org,(650) 340-7022,https://phs-spca.org,1450 Rollins Road,Burlingame,94010,"Private, independent, open-door animal shelter providing pet adoptions, animal rescue & control, wildlife services, and behavior classes. All donations stay local."
115,California,CA,Sacramento SPCA,Spca,info@sspca.org,(916) 383-7387,https://www.sspca.org,6201 Florin-Perkins Road,Sacramento,95828,"The only full-service 100% nonprofit animal shelter in the Sacramento region, independent and relying on community donations."
116,California,CA,Berkeley Humane,Humane Society,info@berkeleyhumane.org,(510) 845-7735,https://berkeleyhumane.org,2700 Ninth Street,Berkeley,94710,Serves the people and animals of the community by providing life-saving programs for cats and dogs.
117,California,CA,SPCA Monterey County,Spca,info@spcamc.org,(831) 373-2631,https://www.spcamc.org,1002 Monterey-Salinas Highway,Monterey,93940,"Independent local SPCA since 1905. Open admission shelter for all animals in need including dogs, cats, horses, rabbits, wildlife, and more."
118,California,CA,Helen Woodward Animal Center,Rescue,info@animalcenter.org,(858) 756-4117,https://www.animalcenter.org,6461 El Apajo Road,Rancho Santa Fe,92067,"Educates on animal care, offers pet adoption programs, and runs an equine therapy program. One of the largest animal welfare organizations in San Diego County."
119,California,CA,OC Animal Care,Animal Control,ocanimalcare@occr.ocgov.com,(714) 935-6848,https://www.ocpetinfo.com,1630 Victory Road,Tustin,92782,"Provides animal control services to thirteen contract cities and unincorporated areas of Orange County, 24 hours a day, 7 days a week."
120,California,CA,Irvine Animal Care Center,Animal Control,animalcare@cityofirvine.org,(949) 724-7740,https://cityofirvine.org/irvine-animal-care-center,6443 Oak Canyon,Irvine,92618,"Provides sheltering, care, and enrichment for homeless, neglected, abused, or unwanted animals. Services include licensing, pet adoptions, and events."
121,California,CA,Central California SPCA,Spca,info@ccspca.com,(559) 233-7722,https://ccspca.com,103 S Hughes Avenue,Fresno,93706,Nonprofit humane society saving animals in the Central Valley since 1895 with modern facilities and caring staff.
122,California,CA,Fresno Humane Animal Services,Humane Society,info@fresnohumane.org,(559) 600-7387,https://www.fresnohumane.org,1510 West Dan Ronquillo Drive,Fresno,93706,Committed to providing progressive animal services with the goal of improving quality of life for both animals and humans in Fresno County.
123,California,CA,Valley Animal Center,Rescue,info@valleyanimal.org,(559) 233-8690,https://valleyanimal.org,3934 N Hayston Avenue,Fresno,93726,"Dedicated to controlling the pet population through education and spaying/neutering, not euthanasia."
124,California,CA,Inland Valley Humane Society & SPCA,Spca,info@ivhsspca.org,(909) 623-9777,https://ivhsspca.org,500 Humane Way,Pomona,91766,"Provides animal care and control services to Chino Hills, Claremont, Covina, Diamond Bar, Glendora, La Verne, Pomona, and San Dimas."
125,California,CA,San Bernardino Animal Services,Animal Control,animalservices@sbcity.org,(909) 384-1304,https://www.sanbernardino.gov/164/Animal-Services,333 Chandler Place,San Bernardino,92408,"Municipal shelter serving San Bernardino, Colton, Grand Terrace, Fontana, Loma Linda, and Rialto with animal control and adoption services."
126,California,CA,Muttville Senior Dog Rescue,Rescue,info@muttville.org,(415) 272-4172,https://www.muttville.org,255 Alabama Street,San Francisco,94103,"Rescues and finds homes for neglected senior dogs, providing companionship to seniors in San Francisco."
127,California,CA,Best Friends Animal Society - Los Angeles,Rescue,losangeles@bestfriends.org,(818) 643-3989,https://bestfriends.org/los-angeles,15321 Brand Boulevard,Mission Hills,91345,National organization's LA initiative developing a model for saving lives in high-density urban environments struggling with animal homelessness.
128,California,CA,Rancho Coastal Humane Society,Humane Society,info@rchumanesociety.org,(760) 753-6413,https://rchumanesociety.org,389 Requeza Street,Encinitas,92024,"Private, nonprofit animal welfare organization serving San Diego County with shelter and adoption services."
129,California,CA,Santa Cruz County Animal Shelter,Animal Control,animalshelter@santacruzcounty.us,(831) 454-7200,https://www.scanimalshelter.org,2200 7th Avenue,Santa Cruz,95062,County shelter providing animal control and adoption services for Santa Cruz County residents.
130,California,CA,Animal Rescue of Fresno,Rescue,info@arf-fresno.com,(559) 224-9193,https://arf-fresno.com,,Fresno,93701,"Saving homeless dogs since 1998 in the Fresno area through rescue, foster, and adoption programs."
131,California,CA,Napa Humane,Humane Society,info@napahumane.org,(707) 255-8118,https://napahumane.org,3265 California Boulevard,Napa,94558,Nonprofit organization dedicated to promoting the welfare of companion animals in Napa County.
132,California,CA,Sonoma Humane Society,Humane Society,info@sonomahumane.org,(707) 542-0882,https://sonomahumane.org,5345 Highway 12 West,Santa Rosa,95407,"Serving Sonoma County with comprehensive animal welfare services including adoption, rescue, and community programs."
133,California,CA,Sacramento County Animal Shelter,Animal Control,animalcare@saccounty.net,(916) 368-7387,https://animalcare.saccounty.gov,3839 Bradshaw Road,Sacramento,95827,County-operated shelter providing animal care and control services for Sacramento County.
134,California,CA,San Jose Animal Care Center,Animal Control,animals@sanjoseca.gov,(408) 794-7297,https://www.sanjoseca.gov/your-government/departments/animal-care-services,2750 Monterey Road,San Jose,95111,"City of San Jose municipal shelter providing animal care services, adoptions, and community programs."
135,California,CA,Riverside County Animal Services,Animal Control,animals@rivco.org,(951) 358-7387,https://rfrv.us/shelters,6851 Van Buren Boulevard,Riverside,92509,Provides animal control and shelter services throughout Riverside County with multiple locations.
136,Colorado,CO,Humane Colorado (Denver Dumb Friends League),Humane Society,info@ddfl.org,(303) 751-5772,https://humanecolorado.org,2080 S Quebec Street,Denver,80231,"Established in 1910, the largest independent nonprofit community-based animal shelter in the Rocky Mountain region. Rebranded from Dumb Friends League to Humane Colorado in 2025."
137,Colorado,CO,Humane Society of the Pikes Peak Region,Humane Society,lostandfound@hsppr.org,(719) 473-1741,https://www.hsppr.org,610 Abbot Lane,Colorado Springs,80905,"Founded in 1949, the largest animal welfare group for homeless and abused animals in Southern Colorado. BBB-accredited charity with 4/4 stars from Charity Navigator."
138,Colorado,CO,Humane Society of Boulder Valley,Humane Society,adoptions@boulderhumane.org,(303) 442-4030,https://boulderhumane.org,2323 55th Street,Boulder,80301,"Since 1902, providing shelter and care to over 16,000 animals yearly with 92% adoption/reunification rate. Operates adoption center, veterinary hospital, and training center."
139,Colorado,CO,NOCO Humane,Humane Society,larimerservicedesk@nocohumane.org,(970) 226-3647,https://www.nocohumane.org,3501 E 71st Street,Loveland,80538,"Founded in 1969 as Larimer Humane Society, northern Colorado's largest animal welfare organization. Provides full-service animal control for Fort Collins, Loveland, and Larimer County."
140,Colorado,CO,Foothills Animal Shelter,Shelter,info@foothillsanimalshelter.org,(303) 278-7575,https://foothillsanimalshelter.org,580 McIntyre Street,Golden,80401,"Jefferson County's only open-admission shelter and Colorado's largest single-campus animal agency. Shelters 8,500+ pets and provides resources for 6,000+ community animals yearly."
141,Colorado,CO,MaxFund Animal Adoption Center,Rescue,info@maxfund.org,(720) 250-8634,https://maxfund.org,1005 Galapago Street,Denver,80204,"Denver's true no-kill shelter established in 1988, providing medical care for injured pets with no known owners. Leading the no-kill movement in Colorado."
142,Colorado,CO,Longmont Humane Society,Humane Society,info@longmonthumane.org,(303) 772-1232,https://www.longmonthumane.org,9595 Nelson Road,Longmont,80501,Nonprofit organization serving the Longmont area with animal shelter and adoption services.
143,Colorado,CO,Animal Friends Alliance,Rescue,info@savinganimalstoday.org,(970) 484-8516,https://www.savinganimalstoday.org,2321 E Mulberry Street,Fort Collins,80524,Saving animals in Northern Colorado since 2006. Adoption-guarantee shelter with subsidized spay/neuter clinic and resources to keep pets in loving homes.
144,Colorado,CO,Cat Care Society,Rescue,info@catcaresociety.org,(303) 239-9680,https://catcaresociety.org,5787 W 6th Avenue,Lakewood,80214,"Shelters cats in cage-free environments until adopted, operates cat clinic onsite, and provides community programs including food bank for low-income pet owners."
145,Colorado,CO,Aurora Animal Shelter,Animal Control,animalservices@auroragov.org,(303) 326-8280,https://www.auroragov.org/residents/animal_services/aurora_animal_shelter,15750 E 32nd Avenue,Aurora,80011,City of Aurora municipal animal shelter providing animal control and adoption services. New state-of-the-art facility anticipated to open in 2028.
146,Colorado,CO,HSSPV - Humane Society of the South Platte Valley,Humane Society,info@hsspv.org,(303) 703-2938,https://hsspv.org,3595 S Sheridan Boulevard,Denver,80235,"Non-profit animal shelter serving Cherry Hills Village, Columbine Valley, Englewood, and Littleton in the south Denver metro area."
147,Colorado,CO,National Mill Dog Rescue,Rescue,info@nmdr.org,(719) 445-6787,https://nmdr.org,"321 S Nevada Avenue, Suite 3",Colorado Springs,80903,"Mission to rescue, rehabilitate, and rehome discarded breeding dogs and educate the public about commercial dog breeding."
148,Colorado,CO,Animal Rescue of the Rockies,Rescue,info@arrcolorado.org,,https://arrcolorado.org,,Denver,80202,Foster-based animal rescue pulling homeless dogs and cats from overcrowded shelters and placing them in foster homes until forever homes are found.
149,Colorado,CO,L.O.L.A.'s Rescue,Rescue,info@lolasrescue.com,(303) 663-9000,https://lolasrescue.com,865 N 2nd Avenue,Brighton,80601,"Volunteer non-profit focusing on animals from high-kill shelters and at-risk animals in abuse, neglect, and abandonment situations."
150,Colorado,CO,Routt County Humane Society,Humane Society,info@routthumane.org,(970) 879-7247,https://routthumane.org,2155 Resort Drive,Steamboat Springs,80487,Serving Routt County with animal shelter and adoption services in the Steamboat Springs area.
151,Colorado,CO,Colorado Pet Pantry,Nonprofit,info@coloradopetpantry.org,(303) 818-0618,https://coloradopetpantry.org,,Denver,80202,"Temporarily feeds Colorado pets, helping families care for pets with the goal of keeping them out of shelters."
152,Colorado,CO,Humane Society of Weld County,Humane Society,info@hswc.net,(970) 506-9550,https://hswc.net,718 N 11th Avenue,Greeley,80631,"Serving Weld County with animal shelter, adoption services, and community programs."
153,Colorado,CO,Denver Animal Shelter,Animal Control,das@denvergov.org,(720) 913-1311,https://denvergov.org/Government/Agencies-Departments-Offices/Denver-Animal-Shelter,1241 W Bayaud Avenue,Denver,80223,City and County of Denver municipal animal shelter providing animal control and adoption services.
154,Colorado,CO,Colorado Humane Society,Humane Society,info@coloradohumane.org,(303) 781-5959,https://coloradohumane.org,,Denver,80202,Statewide humane society serving multiple counties across Colorado with animal welfare services.
155,Colorado,CO,Angels with Paws,Rescue,info@angelswithpaws.net,(303) 274-2264,https://angelswithpaws.net,2460 W 2nd Avenue,Denver,80223,Cat rescue organization serving the Denver metro area with adoption services.
156,Colorado,CO,Humane Society of Aurora,Humane Society,info@humanesocietyofaurora.org,,http://www.humanesocietyofaurora.org,,Aurora,80011,501(c)3 charitable organization assisting regional animal rescues and providing resources for pet owners in need.
157,Colorado,CO,Buddy Center - Humane Colorado,Humane Society,info@ddfl.org,(303) 751-5772,https://humanecolorado.org,4556 Castleton Court,Castle Rock,80109,Humane Colorado satellite location serving Douglas County with animal adoption services.
158,Colorado,CO,Colorado Reptile Humane Society,Rescue,info@corhs.org,(303) 776-2070,https://corhs.org,,Longmont,80501,"Improves the lives of reptiles through education, sheltering, conservation, and rehabilitation programs."
159,Colorado,CO,Pueblo Animal Services,Animal Control,animalservices@pueblo.us,(719) 544-3005,https://www.pueblo.us/256/Animal-Services,301 N Grand Avenue,Pueblo,81003,City of Pueblo municipal animal services providing animal control and shelter services.
