name,ein,street,city,state,zip
SAVE TEXAS K9S INC,454717794,180 GREER RD,SADLER,TX,76264-2166
LATINO ALLIANCE FOR ANIMAL CARE FOUNDATION,454722654,8610 VAN NUYS BLVD STE 57,PANORAMA CITY,CA,91402-7212
ROUTE 66 RESCUE INC,454725006,PO BOX 335,NIXA,MO,65714-0335
SUNNY HORSE FOUNDATION,454726850,4131 CREEK DR,BROOMFIELD,CO,80023-5551
NINNA ROAD TO RESCUE,454728067,6 STERLING RANCH RD N,HAUGHTON,LA,71037-8533
NEW ORLEANS BULLDOG RESCUE,454730898,520 N SALCEDO ST,NEW ORLEANS,LA,70119-4020
LUCKY DAY RESCUE INC,454766871,118 LIVE OAK RD,SYLVANIA,GA,30467-8661
PETS ARE WORTH SAVING TENNESSEE,454771426,1716 LOCK B RD N,CLARKSVILLE,TN,37043-8229
SECOND CHANCE PET GROUP,454773546,PO BOX 645,DAYTON,TN,37321-0645
ALASKA RURAL VETERINARY OUTREACH INC,454779560,1120 HUFFMAN RD STE 24 PMB 783,ANCHORAGE,AK,99515-3516
BULL TERRIER RESCUE CLUB OF SOUTHWEST FLORIDA INC,454780953,4562 E RIVERSIDE DR,FORT MYERS,FL,33905-3029
CHIRPING CENTRAL CONSERVATION FUND,454788774,28161 N VARNUM RD,SAN TAN VLY,AZ,85143-8790
FRIENDS OF ANIMAL RESCUE,454790821,PO BOX 2126,S PADRE ISLE,TX,78597-2126
FRIENDS OF THE CARR REFUGE INC,454806799,4055 WILDLIFE WAY,VERO BEACH,FL,32963-9446
RAPTOR REHAB OF CENTRAL ARKANSAS,454807143,1556 RIDGE RD,EL PASO,AR,72045-9776
GRASSROOTS ANIMAL RESCUE OF MISSISSIPPI INC,454809806,PO BOX 225,STARKVILLE,MS,39760-0225
OLYMPIC PENINSULA EQUINE NETWORK,454810491,PO BOX 252,SEQUIM,WA,98382-4304
FRIENDS OF FESTIVAL COUNTRY K-9S INC,454814778,2015 N 3100 W,CEDAR CITY,UT,84721-8304
PET HAVEN OF LAREDO INC,454818286,210 JORDAN DR,LAREDO,TX,78041-9116
FURRY FOSTER,454818752,9423 GOLD COAST DR UNIT C6,SAN DIEGO,CA,92126-3959
ZOO AND WILDLIFE NUTRITION FOUNDATION,454826030,1989 COLONIAL PKWY,FORT WORTH,TX,76110-6640
JUSTIN BARTLETT ANIMAL RESCUE,454828513,10405 SOUTHERN BLVD,ROYAL PLM BCH,FL,33411-4340
OAKDALE SHELTER PET ALLIANCE,454829533,PO BOX 1965,OAKDALE,CA,95361-1965
PALMER DIVIDE AGILITY CLUB,454842826,2254 S EVANS WAY,FRANKTOWN,CO,80116-8505
LEASHES 4 LIFE INTERNATIONAL ASSITANCE DOGS,454847991,5481 VIA ALCAZAR,SAN DIEGO,CA,92111-4608
PERSEVERANCE RANCH EQUINE & SANCTUARY,454862233,6700 N JOHNSON CANYON RD,KANAB,UT,84741-8101
KITTYMOMS RESCUE ORGANIZATION,454867651,265 ASPEN LOOP,KALISPELL,MT,59901-3313
CRAZY DOG KENNEL AND CANINE RESCUE,454869195,PO BOX 731,DELTA JCT,AK,99737-0731
KNEE HIGH MINI TOURS,454874208,PO BOX 1897,SOLDOTNA,AK,99669-1897
WILD CAPUCHIN FOUNDATION,454876149,2815 HADDINGTON DR,LOS ANGELES,CA,90064-4414
RESCUE A LIFE,454876651,1097 WILD HOLLY DR,PORT ORANGE,FL,32129-5235
ANIMAL PAD,454902841,4620 AVOCADO BLVD,LA MESA,CA,91941-7134
FORCED EXOTIC ANIMAL RELOCATION AND CENTER FOR EDUCATION INC,454916108,9732 MOORE RD,LAKELAND,FL,33809-9722
BOUND FOR COLLEGE INC,454916115,1686 SOUTH FEDERAL HWY 297,DELRAY BEACH,FL,33483-5030
TERRELL ANIMAL ALLIANCE,454918357,13802 SARAH LN,TERRELL,TX,75161-0847
COPIAH COUNTY ANIMAL SHELTER INC,454930893,PO BOX 366,CRYSTAL SPGS,MS,39059-0366
LAST CHANCE AT LIFE ALL BREED ANIMAL RESCUE AND ADOPTIONS,454931153,3296 MISSION AVE,OCEANSIDE,CA,92058-1314
4 PAWS 4 LIFE RESCUE,454932922,3648 N PERRY PARK RD,SEDALIA,CO,80135-8601
DAVY JONES EQUINE MEMORIAL FUND INC,454944448,C/O JCK PA 941 N HWY A1A,JUPITER,FL,33477-0000
MOST VALUABLE PETS MVP INC,454944618,6001 E OSBORN RD,PHOENIX,AZ,85018-6734
LONE WOOF RESCUE,454959360,2775 W AGATE AVE UNIT 308,LAS VEGAS,NV,89123-6583
SHAMROCK RESCUE FOUNDATION,454960188,13882 HEWES AVE,SANTA ANA,CA,92705-2778
RESCUE ME GA INC,454960938,5530 WOODSONG TRL,ATLANTA,GA,30338-2829
BFF PET ADOPTION,454962629,1165 N 4TH ST,SILSBEE,TX,77656-3810
OPEN ARMS RESCUE,454963448,266 WOODMEADOW LN,RAMONA,CA,92065-5038
KEALOHA KENNELS RESCUE INC,454964545,44-150 KAHINANI WAY,KANEOHE,HI,96744-2573
NASHVILLE PITTIE,454965513,PO BOX 413,LA VERGNE,TN,37086-0413
ANIMALS FOR ARMED FORCES FOUNDATION,454968654,1400 N HARBOR BLVD STE 650,FULLERTON,CA,92835-4199
GEORGIA REPTILE SOCIETY LIMITED,454974097,170 WILSON RD,EATONTON,GA,31024-7848
TINY HOMES RESCUE,454978422,25350 PRIVATE ROAD 4721,JUSTIN,TX,76247-7568
SAVE RESCUE COALITION,454982602,4247 FM 1764,SANTA FE,TX,77517-4436
MARSH EDUCATION,454997331,1024 E VISTA DEL CERRO DR,TEMPE,AZ,85281-5709
RIVER OTTER ECOLOGY PROJECT,454997526,PO BOX 103,FOREST KNOLLS,CA,94933-0103
RANCH CRITTERS,454998597,24520 LEVY LN,HEMPSTEAD,TX,77445-7805
CANINE MIRACLE RESCUE,455003476,4954 NORTH WAY,EUGENE,OR,97402-1127
RALLY AROUND THE PITS INC,455007320,3617 NE 140TH TERRACE CT,EDMOND,OK,73013-7220
FRIENDS OF THE JACKSBORO ANIMAL SHELTER,455009177,PO BOX 322,JACKSBORO,TX,76458-0322
LA 4 ANIMALS FOUNDATION,455014421,15469 CAMARILLO ST,SHERMAN OAKS,CA,91403-1040
SECOND CHANCE RESCUE & REHOMING INC,455030058,4314 NW 93RD AVE,GAINESVILLE,FL,32653-1060
BARKLEY DOG RESCUE OF CENTRAL CALIFORNIA INCORPORATED,455037890,2619 W HACKETT RD,MODESTO,CA,95358-8797
CAMP BASENJI,455043999,13352 82ND AVE,SEMINOLE,FL,33776-3126
SOUTH PLAINS SPCA,455052589,8901 HIGHWAY 87 UNIT 119,LUBBOCK,TX,79423-7315
ANNIES PET RESCUE,455060037,3234 GREENGATE RD,COTTONWOOD,CA,96022-9271
MOOSES LEGACY INC,455061746,1252 HENDERSON CREEK DR LOT 5,NAPLES,FL,34114-8742
KK LOVE AND BISCUITS ANIMAL SANCTUARY,455064380,PO BOX 2299,WEST HELENA,AR,72390-0299
CALIFORNIA PIT BULL RESCUE,455083361,2930 DOMINGO AVE 365,BERKELEY,CA,94705-2454
OLD FRIENDS SENIOR DOGS,455084188,765 NONAVILLE RD,MOUNT JULIET,TN,37122-5099
LIZZYS HOSPICE HOUSE,455088620,PO BOX 693,DRIPPING SPGS,TX,78620-0693
EMBARK SERVICE DOG FOUNDATION INC,455096923,26705A ROLLING RIDGE DR,ROBERTSDALE,AL,36567-5915
DFW GERMAN SHEPHERD RESCUE,455098493,7636 COUNTY ROAD 308,GRANDVIEW,TX,76050-3031
SHIBA SCOUT RESCUE,455106331,PO BOX 4729121180 S PITKIN WAY,AURORA,CO,80017-0000
PEACE 4 ANIMALS,455110197,PO BOX 643,WOODLAND HLS,CA,91365-0643
FRIENDS OF JACKSON COUNTY ANIMAL SHELTER PETS,455113523,2953 BIENVILLE BLVD 134,OCEAN SPRINGS,MS,39564-4305
PET SEARCH AND RESCUE INC,455113795,304 HORSESHOE BND,BOERNE,TX,78006-5997
BULLY BEDS INC,455127432,2430 SE 3601,ANDREWS,TX,79714-5756
TRINITY GAP RESCUE,455136917,1509 SMOKETREE DR,KELLER,TX,76248-3246
WIZRANCH ANIMAL SANCTUARY,455138624,19111 W BROADWAY RD,BUCKEYE,AZ,85326-5611
SHAUNAS RESCUED PAWS,455151810,PO BOX 8870,SURPRISE,AZ,85374-0131
ROCKY MOUNTAIN CAT CONSERVANCY,455154334,2313 CEDARWOOD DR,FORT COLLINS,CO,80526-1279
RESCUE PALS AN ARIZONA NON-PROFIT CORPORATION,455155264,15439 N BLACKBIRD DR,FOUNTAIN HLS,AZ,85268-2222
STRAY HEARTS ANIMAL RESCUE AND EDUCATION,455158941,2747 FM 2496 W,MT ENTERPRISE,TX,75681-5054
KATHI S K9S,455161916,12213 LABRADOR DUCK RD,WEEKI WACHEE,FL,34614-2721
SOUTHERN FRIENDS ANIMAL SOCIETY,455164707,1655 WILBORNE DR,SOUTHAVEN,MS,38672-9539
ALASKA NATIVE RURAL VETERINARY INC,455167681,3785 GEIST RD STE 301,FAIRBANKS,AK,99709-0000
NEWPORT SEA LION DOCKS FOUNDATION,455170075,325 SW BAY BLVD,NEWPORT,OR,97365-4509
OPERATION K9,455176214,3770 PATTYS WAY,SPRING BRANCH,TX,78070-6399
MEDICAL ANIMALS IN NEED,455178809,12413 N 123RD DR,EL MIRAGE,AZ,85335-5275
STARFISH CAT AND KITTEN RESCUE,455181785,1006 GREEN VALLEY CV,ROUND ROCK,TX,78664-6872
HAPPY PAWS RESCUE,455188135,1040 LINCOLN RD,YUBA CITY,CA,95991-6749
SKAGIT ANIMALS IN NEED,455189936,PO BOX 503,MOUNT VERNON,WA,98273-0503
MULVANE RODEO ARENA,455191005,PO BOX 9,MULVANE,KS,67110-0009
AUREOLE RANCH INC,455194126,PO BOX 554,CALISTOGA,CA,94515-0554
100PLUSANIMALRESCUE INC,455195419,17101 77TH LN N,LOXAHATCHEE,FL,33470-3096
NAVARRE BEACH SEA TURTLE CONSERVATION CENTER INC,455197646,8668 NAVARRE PKWY 286,NAVARRE,FL,32566-2185
VOICES OF CHANCE ANIMAL LEAGUE,455203711,17500 MAHAN DR,TALLAHASSEE,FL,32309-9565
POM MOM RESCUE INC,455208666,PO BOX 3961,SPRING HILL,FL,34611-3961
GIRARD LIFESAVER INC,455221791,1966 DRY BRANCH RD,PERKINS,GA,30442-8412
DEVOCEAN 2 SERVE INC,455223668,817 S A1A,NEW SMYRNA BEACH,FL,32169-2807
ANIMAL RESCUE FOUNDATION OF TEXAS INC,455224776,2311 CROSS TIMBERS RD STE 307,FLOWER MOUND,TX,75028-7730
IMMINENT DANGER GERMAN SHEPHERD RESCUE,455225205,390 KISER LOOP,GREENEVILLE,TN,37743-3300
WEST COAST BOXER RESCUE,455230537,4716 MCNAB AVE,LAKEWOOD,CA,90713-2402
HORSELINK,455234912,1903 W 42ND ST,AUSTIN,TX,78731-6022
NIKAPOWER,455237203,1610 ASHLEY RD,RAMONA,CA,92065-3415
CALIFORNIA STATE PARK CANINE FOUNDATION,455239407,PO BOX 1113,CARPINTERIA,CA,93014-1113
ARCTIC BREEDS RESCUE,455242403,6022 W 8400 S,PAYSON,UT,84651-9736
DOBERMANS IN A PINSCH INCORPORATED,455250910,6792 STONEPINE CT,YORBA LINDA,CA,92886-6826
PARKER COUNTY PETS ALIVE INC,455251968,PO BOX 65,DENNIS,TX,76439-0065
ATHENS-LIMESTONE ANIMAL SHELTER INC,455252523,1701 US HIGHWAY 72 E,ATHENS,AL,35611-4413
BAYOU STATE RABBIT HUNTERS FEDERATION INC,455258183,18325 N RIVER RD,BUECHE,LA,70729-2003
GENESIS ASSISTANCE DOGS,455259950,PO BOX 3101,WEST PALM BCH,FL,33402-3101
CANINE HOPE FOR DIABETICS,455260119,1348 ZIRCONIA ST,HEMET,CA,92543-7856
NORTH COUNTY PAWS CAUSE,455263409,PO BOX 263,PASO ROBLES,CA,93447-0263
GYPSY CATS ADOPTION CENTER INC,455263616,1520 E NORTHERN AVE,KINGMAN,AZ,86409-2405
JOY IN MY HEART FOUNDATION INC,455277492,1584 LINDSEY PEAK,BEAUMONT,CA,92223-7564
BLACK DOG RESCUE,455281612,5065 SEDONA HILLS DR,BERTHOUD,CO,80513-8994
SOUTHERN CALIFORNIA HERPETOLOGY ASSOCIATION & RESCUE,455285594,6712 LONGFELLOW DR,BUENA PARK,CA,90620-1110
PAWS AND CLAWS ANIMAL ADOPTION AND CARE CENTER,455289324,PO BOX 531,DIAMONDVILLE,WY,83116-0531
FRIENDS OF COMMUNITY-CATS RESCUE,455290594,PO BOX 812,CENTERVILLE,UT,84014-0812
ELDER PAWS SENIOR DOG FOUNDATION,455291667,PO BOX 5243,FRESNO,CA,93755-5243
WAGGING DOG RESCUE,455293643,PO BOX 130925,CARLSBAD,CA,92013-0925
FRIENDS OF HARTSVILLE-TROUSDALE COUNTY ANIMALS INC,455297310,PO BOX 301,HARTSVILLE,TN,37074-0301
DKR FOUNDATION,455305623,776 E SHAW AVE STE 206,FRESNO,CA,93710-7714
PUGS FOR PINKY INC,455311574,473 NE ARMORY CIR,PORT ST LUCIE,FL,34983-1738
POQUITA PAWS RESCUE INC,455314317,2903 SIR PHILLIP DR,SAN ANTONIO,TX,78209-4238
YOUNG-WILLIAMS ANIMAL CENTER OF EAST TENNESSEE,455326778,3201 DIVISION ST,KNOXVILLE,TN,37919-3365
INSTITUTE FOR VETERINARY HEALTHCARE IMPROVEMENT,455329281,9252 CHESAPEAKE DRIVE,SAN DIEGO,CA,92123-1014
JUNES SENIOR CAT RESCUE INC,455330043,PO BOX 16521,ALBUQUERQUE,NM,87191-6521
PLEASE DON T KILL ME INC,455336316,3977 DRYSDALE AVE,LOS ANGELES,CA,90032-1029
ANIMAL ALLIES INC,455337577,4242 SHADES CREST LN,SANFORD,FL,32773-8208
JACKIE BLUES RESCUE ANGELS INC,455347624,42630 OLD HIGHWAY 80,JACUMBA,CA,91934-2114
RESCUE FOR PET SAKE,455351499,PO BOX 1416,GRASS VALLEY,CA,95945-1416
WOOFS WIGGLES N WAGS RESCUE,455352384,12621 N TATUM BLVD 160,PHOENIX,AZ,85032-7710
FROM THE HEART ANIMAL RESCUE FOUNDATION CORP,455353898,1354 KNOLLWOOD DR,DAVENPORT,FL,33837-3712
B2L HOUSE,455354809,7538 WILD EAGLE RD,SAN ANTONIO,TX,78255-1045
PAWS FOR LIFE,455358361,PO BOX 70,HEBER CITY,UT,84032-0070
STAR RANCH ANIMAL SANCTUARY,455359750,HC 30 BOX 6D,CONCHO,AZ,85924-9396
MARIAS RIVER LIVESTOCK ASSOCIATION,455365205,PO BOX 1072,SHELBY,MT,59474-1072
PANHANDLE PAWS OF HOPE,455368492,11000 CHOCTAW TRL,AMARILLO,TX,79118-5140
MOSTLY COCKERS & POMS,455370973,7950 N SOLEDAD AVE,TUCSON,AZ,85741-1311
DHARMA VOICES FOR ANIMALS,455372693,584 CASTRO ST,SAN FRANCISCO,CA,94114-2512
GULF COAST & SOUTHERN TEXAS ANIMAL RESCUE SERVICE,455376905,PO BOX 2841,ANGLETON,TX,77516-2841
HELPING PAWS22 INC,455381957,2200 NE 2ND AVE,CAPE CORAL,FL,33909-4203
BE THEIR VOICE DOG RESCUE,455382724,808 MATAGUAL DR,VISTA,CA,92081-6615
PAWS IN NEED,455391297,PO BOX 3436,SAN RAMON,CA,94583-8436
PAWSITIVELY HUMANE INC,455393183,90 SW 3RD ST APT 3905,MIAMI,FL,33130-4068
SECOND CHANCE - MASON ANIMAL RESCUE,455396274,PO BOX 755,MASON,TX,76856-0755
FAVORS PROJECT,455396597,10001 OAK TREE CT,LONE TREE,CO,80124-9714
SPONSOR ADOPTIONS INC,455399741,1011 N JOHN ST,PALESTINE,TX,75801-7523
KUMOS PROUD TAILS AND WHISKERS INC,455403483,10785 POMELO DR,DSRT HOT SPGS,CA,92240-2723
LUCY FUND INC,455405327,1145 SANTA FE DR UNIT 553,WEATHERFORD,TX,76086-3818
KITTY DEVORE RESCUE NETWORK,455406329,5318 EAST 2ND STREET 325,LONG BEACH,CA,90803-5324
MISSISSIPPI HORSES INC,455414496,184 TWELVE OAKS RD,CANTON,MS,39046-9495
PEACEFUL ANIMAL ADOPTION SHELTER INC,455414625,628 S WILSON ST,VINITA,OK,74301-4601
FURRYTAILS RESCUE,455416589,4730 NATICK AVE,SHERMAN OAKS,CA,91403-2781
BEAT THE HEAT ALLIANCE,455425390,318 FAR SIDE DR,ROGERSVILLE,TN,37857-2224
FRIENDS OF CLAY COUNTY ANIMALS INC,455429122,2048 RIVERGATE DR,FLEMING ISLE,FL,32003-8671
MY FAIRY DAWG MOTHER RESCUE INC,455432774,545 URSULA ST,AURORA,CO,80011-8517
KINDNESS OF STRANGERS INC,455434835,2380 2ND AVE NE,NAPLES,FL,34120-3705
BUG A BULL DOG EDUCATION & RESCUE CORPORATION,455441350,773 MULE DEER CIR,S LAKE TAHOE,CA,96150-5562
DOG IS MY COPILOT,455441984,PO BOX 3399,JACKSON,WY,83001-3399
ROAD TRIP HOME ANIMAL RESCUE INC,455455432,PO BOX 372,ACWORTH,GA,30101-0372
RED WAGGIN RESCUE,455455943,PO BOX 81,KIRKLAND,WA,98083-0081
SOFT LANDINGS PARROT RESCUE INC,455465639,PO BOX 2115,OWASSO,OK,74055-8915
SOUTHERN SOULS RESCUE,455465934,3902 ADAMS CHAPEL RD,HARLEM,GA,30814-4824
FAT KATZ INC,455467139,PO BOX 90394,ALBUQUERQUE,NM,87199-0394
ACTIVE K9 RESCUE FOUNDATION,455471007,6450 HIGHLAND DR,PARK CITY,UT,84098-6148
COLLIER ANIMAL RESCUE INC,455471705,2292 ROYAL LN,NAPLES,FL,34112-5323
LUCKY PET RESCUE,455479329,7468 STATELINE RD,OLIVE BRANCH,MS,38654-5731
USA CLYDESDALE PRESERVATION FOUNDATION,455480044,17208 E SARAGOSA ST,GILBERT,AZ,85295-7200
DUNDEE MEMORIAL PARK ASSOCIATION INC,455484741,7 CAMP DR,WESTCLIFFE,CO,81252-9199
DOGS OUT LOUD,455485098,7310 MENCHACA RD,AUSTIN,TX,78745-5262
EAST COAST WILDLIFE REHABILITATION CENTER,455488965,PO BOX 290074,PORT ORANGE,FL,32129-0074
ALTAMAHA WILDLIFE ASSOCIATION OF WAYNE COUNTY INC,455489210,PO BOX 689,JESUP,GA,31598-0689
DUST DEVIL RANCH SANCTUARY FOR HORSES,455490264,3305 S 6500 W,CEDAR CITY,UT,84720-8841
COLORADO CRANE CONSERVATION COALITION INC,455491083,40625 COUNTY ROAD 69A,HAYDEN,CO,81639-9512
MUTTS & MEOWS RESCUE,455491557,938 ECHO CREEK DR,MISSOURI CITY,TX,77489-1508
FIXGEORGIAPETS INC,455492739,6300 POWERS FERRY ROAD 600-191,ATLANTA,GA,30339-4815
DOGS ETC OF TEXAS,455493696,PO BOX 511,CLEBURNE,TX,76033-0511
COLORADO PET FOOD BANK,455494067,23261 JASPER TRL,DEER TRAIL,CO,80105-7915
GREAT PLAINS CONSERVATION FOUNDATION,455494919,1661 JEAGA DR,JUPITER,FL,33458-8718
PACIFIC BIRD CONSERVATION,455503536,PO BOX 7,HI NATL PARK,HI,96718-0007
ANIMAL DEFENSE RESCUE,455503972,PO BOX 10971,EASTSOUND,WA,98245-0000
NATIONAL ASSOCIATION FOR WILDLIFE SEARCH AND RESCUE,455505661,PO BOX 65,MOSS LANDING,CA,95039-0065
ZIGGYS SECOND CHANCE NETWORK,455512949,300 HOLSTON AVE,ELIZABETHTON,TN,37643-3258
FELINE UNDERGROUND RESCUE,455519656,30724 BENTON RD STE C302 PMB 595,WINCHESTER,CA,92596-8470
ALL TAILS RESCUE FOUNDATION,455519985,27680 N 76TH ST,SCOTTSDALE,AZ,85266-0000
SQUIGGLEYS SAFE HAVEN,455537490,1856 COTTON BAY LN,NAVARRE,FL,32566-8598
BRAZORIA COUNTY BEEKEEPERS ASSOCIATION,455547263,21017 COUNTY ROAD 171,ANGLETON,TX,77515-8903
SECOND CHANCES ANIMAL RESCUE,455547316,15320 E RED BIRD RD,SCOTTSDALE,AZ,85262-7780
SYLVESTERS HAVEN,455560751,1941 CALIFORNIA AVE UNIT 78434,CORONA,CA,92877-0265
K9 RESQ OF ALABAMA INC,455561910,3521 MILL SPRINGS RD,MOUNTAIN BRK,AL,35223-1615
ADOPT ME RESCUE,455568929,11333 MOORPARK STREET STE 85,STUDIO CITY,CA,91602-2618
CANINE & EQUINE SERVICES BY KATE,455570916,6150 HIDDEN OAKS LN,EL DORADO,CA,95623-4572
CATS CRADLE RESCUE,455572893,PO BOX 8,HILLSBORO,OR,97123-0008
ANNIES RESCUE HOUSE,455578530,1043 N UNIVERSITY BLVD,NORMAN,OK,73069-7619
OZZIES POUND PUPPIES,455582097,2900 CRAWFORD ST,CONCORD,CA,94518-1370
WILDLIFE PROTECTION SOLUTIONS,455583283,5399 HIGHWAY 93,GOLDEN,CO,80403-8021
VISITING PETS FOR VETS,455584243,5737 MINERAL SPRINGS CT,MARYSVILLE,CA,95901-8230
ONE BY ONE DOG RESCUE INC,455586955,9855 SW 62ND ST,MIAMI,FL,33173-1429
LIFESAVERS CORPORATION,455588171,PO BOX 6844,LONGVIEW,TX,75608-6844
WAGS & WHISKERS SAFE HAVEN,455588172,PO BOX 472,UNION CITY,TN,38281-0472
CANINE WOUNDED HEROES,455591906,1100 LARKSPUR LANDING CIR STE 340,LARKSPUR,CA,94939-1880
DYNAMIC LIFEWORKS INC,455607476,PO BOX 608443,ORLANDO,FL,32860-8443
LOYAL RESCUE CORP,455619451,26920 SW 157TH AVE,HOMESTEAD,FL,33031-2510
TOBYS LEGACY EQUINE RESCUE AND SANCTUARY INC,455632148,612 WILLOUGHBY LN,STEVENSVILLE,MT,59870-6921
OSA BIRDS RESEARCH AND CONSERVATION INC,455632959,10420 MESA MADERA DR,SAN DIEGO,CA,92131-1365
TRINITY RESCUE INCORPORATED,455636465,521 N AVERY RD NW,ROME,GA,30165-7965
GLOBAL ANIMAL PROTECTION SOCIETY,455636912,7715 BIRD OF PARADISE CT,LAS VEGAS,NV,89123-0450
EQUINE REHABILITATION CENTRAL TEXAS,455639490,12400 WIRE RD,LEANDER,TX,78641-4004
COMPANION ANIMAL ACTION TEAM,455639740,PO BOX 512,WILLIAMSBURG,NM,87942-0512
AUSTRALIAN TERRIER TR,456248051,PO BOX 5767,PALM SPRINGS,CA,92263-5767
AMERICAN MALTESE ASSOCIATION RESCUE,456526578,30901 PUDDING CREEK RD,FORT BRAGG,CA,95437-8169
BAILEYS BUDDIES CHARITABLE PET FOUNDATION AND TR,456624684,PO BOX 10565,BRADENTON,FL,34282-0565
YVONNE MANSFIELD ANIMAL WELFARE FUND,456956846,PO BOX 30918,BILLINGS,MT,59116-0918
ANIMAL ALLIANCE GALVESTON COUNTY INC,460499199,1014 BAYOU RD,LA MARQUE,TX,77568-4159
PERPETUAL CARE INC,460502051,1200 NW 73RD TER,OCALA,FL,34482-4486
UNITED SPANISH TIMBRADO FANCIERS INC,460505451,PO BOX 79311,HOUSTON,TX,77279-9311
CENTRAL OREGON WILD HORSE COALITION,460516013,PO BOX 1242,PRINEVILLE,OR,97754-0678
PLAQUEMINES ANIMAL WELFARE SOCIETY,460519776,PO BOX 83,BELLE CHASSE,LA,70037-0083
RECYCLED ORPHANS ANIMAL RESCUE INC,460526634,11990 92ND AVE,SEMINOLE,FL,33772-2653
ARK ANIMAL REFUGE FOUNDATION,460532979,7696 ALBATROSS DR,MARIETTA,OK,73448-1949
NOWZAD,460536511,2770 MAIN ST STE 161,FRISCO,TX,75033-4382
BOXER SCHNAUZER RESCUE OF THE OZARKS,460546763,5161 S FARM ROAD 131,BATTLEFIELD,MO,65619-9531
ANGELS GROVE RANCH INC,460547285,81270 KATIE LN,BUSH,LA,70431-2584
FOR THE LOVE OF DOGS,460549772,30 WILSON RD,HUMBLE,TX,77338-3922
FOSTERS & PAWS,460552423,6939 SUNRISE BLVD STE 120,CITRUS HTS,CA,95610-3153
DOMINO EFFECT ANIMAL RESCUE,460552864,31248 PUAS DR,TEMECULA,CA,92592-5714
COMMUNITY CAT COALITION,460555983,PO BOX 1236,MUKILTEO,WA,98275-1236
PAWS AND HOOVES RESCUE FOUNDATION,460565942,506 W BLACKJACK ST,STILWELL,OK,74960-1658
NEW HORIZON DOG RESCUE,460570300,PO BOX 531905,ST PETERSBURG,FL,33747-1905
SALISH SPIRIT EQUINE ASSISTED THERAPY,460572772,PO BOX 337,QUILCENE,WA,98376-0337
CONSERVE IT FORWARD INC,460574361,16108 LAKE MAGDALENE BLVD,TAMPA,FL,33613-1249
FIRE AND ICE HORSE TRAINING AND RESCUE INC,460578098,991 VIA GANDALFI,HENDERSON,NV,89011-0933
LANCE ASKGAARD FOUNDATION,460579264,5777 W CENTURY BLVD STE 1755,LOS ANGELES,CA,90045-5692
S&N FOUNDATION,460581299,118 TREMONT WAY,BAKERSFIELD,CA,93312-5813
SOUTHWEST ENGLISH SETTER RESCUE INC,460583196,29560 RED BUD HL,BOERNE,TX,78015-4407
SEEKER DOGS INC,460583396,PO BOX 12176,COLLEGE STA,TX,77842-2176
SALEM DOGS,460583741,3345 HUCKLEBERRY CT S,SALEM,OR,97302-3653
BLACKPEARL FRIESIANS,460592968,20913 NE 15TH AVE,RIDGEFIELD,WA,98642-8214
LITTLE OLD DOG SANCTUARY,460596056,8791 S WARHAWK RD,CONIFER,CO,80433-9619
PET ADOPTIONS OF CUERO INC,460602063,PO BOX 1073,CUERO,TX,77954-1073
SPAY CALIFORNIA NOW,460604981,557 BRUNKEN AVE STE C,SALINAS,CA,93901-4341
ORLANDO BULLY RESCUE,460605709,302 E WILDMERE AVE,LONGWOOD,FL,32750-5538
R E P FOR WILDLIFE INC,460615979,4592 LEON ST,SAN DIEGO,CA,92107-4029
DISCOVER TENNESSEE INC,460618223,740 OLD AMELIA AVE,FERN BCH,FL,32034-8536
NO WAGGING TAIL LEFT BEHIND ANIMAL RESCUE,460622261,5008 FRINK AVE,SAN DIEGO,CA,92117-1211
DOGHOUSING,460626914,162 MYSTIC VALLEY DR,LINN VALLEY,KS,66040-5419
WHATCANWE ORG,460627117,2829 TOWNSGATE RD STE 100,WESTLAKE VLG,CA,91361-3015
EMILYS FRIENDS,460632281,420 LONG HOLLOW RD,ROCK SPRING,GA,30739-2146
FERRELL HOLLOW FARM SENIOR HORSE SANCTUARY,460634961,5323 FERRELL HOLLOW RD,READYVILLE,TN,37149-4887
RETRIEVING INDEPENDENCE INC,460648411,256 SEABOARD LANE SUITE C-101,BRENTWOOD,TN,37027-0000
MISSISSIPPI COUNTY ANIMAL RESCUE,460649613,1701 WEDGEWOOD DR,BLYTHEVILLE,AR,72315-1349
GODDARD PLACE LLC,460658048,1985 U RD,PENOKEE,KS,67659-2018
ALL FOR LOVE ANIMAL RESCUE INC,460658838,137 W EL ROBLAR DR,OJAI,CA,93023-2208
POM TO THE RESCUE,460660731,220 IRENE AVE,ROSEVILLE,CA,95678-3228
STAFFORD KNOT INC,460661581,1911 GRAYSON HWY STE 8 PMB 333,GRAYSON,GA,30017-4920
WOLVES OF THE ROCKIES INC,460664417,PO BOX 742,STEVENSVILLE,MT,59870-0742
AHPHA GROUP,460665462,4225 EXECUTIVE SQ STE 1150,LA JOLLA,CA,92037-9153
FOREVER HOME 4 DOGS RESCUE,460667268,1404 SINGING RIVER ST,PASCAGOULA,MS,39567-6729
ANGELS HELPING HANDS,460669967,13760 POST RD N,HORTENSE,GA,31543-5117
HALLBUT COVE COMMUNITY FISHERIES & MARICULTURE HOLDING COMPANY,460673711,PO BOX 6401,HALIBUT COVE,AK,99603-6401
